rosbag record -o high /vis/odom_pose /vis/traj_path /vis/traj_pose /vis/odom_pose
t,x,y,z,vx,vy,vz,ax,ay,az,yaw,yaw_rate,qw,qx,qy,qz
22.5200,-0.511209,-0.504107,1.500000,2.177265,2.063829,0.000000,-0.341645,0.359569,0.000000,0.758658,0.165333,0.928913,0.000000,0.000000,0.370297
22.5300,-0.489455,-0.483449,1.500000,2.173540,2.067748,0.000000,-0.400531,0.421146,0.000000,0.760460,0.193734,0.928579,0.000000,0.000000,0.371134
22.5400,-0.467740,-0.462750,1.500000,2.169309,2.072193,0.000000,-0.442912,0.465213,0.000000,0.762506,0.214113,0.928199,0.000000,0.000000,0.372084
22.5500,-0.446069,-0.442004,1.500000,2.164732,2.076998,0.000000,-0.470173,0.493252,0.000000,0.764718,0.227146,0.927787,0.000000,0.000000,0.373110
22.5600,-0.424446,-0.421209,1.500000,2.159952,2.082010,0.000000,-0.483699,0.506743,0.000000,0.767026,0.233508,0.927356,0.000000,0.000000,0.374181
22.5700,-0.402871,-0.400364,1.500000,2.155099,2.087090,0.000000,-0.484874,0.507169,0.000000,0.769368,0.233876,0.926917,0.000000,0.000000,0.375266
22.5800,-0.381344,-0.379468,1.500000,2.150291,2.092115,0.000000,-0.475084,0.496010,0.000000,0.771686,0.228926,0.926482,0.000000,0.000000,0.376340
22.5900,-0.359864,-0.358522,1.500000,2.145629,2.096976,0.000000,-0.455713,0.474747,0.000000,0.773931,0.219336,0.926059,0.000000,0.000000,0.377380
22.6000,-0.338430,-0.337529,1.500000,2.141204,2.101581,0.000000,-0.428146,0.444862,0.000000,0.776060,0.205782,0.925656,0.000000,0.000000,0.378365
22.6100,-0.317039,-0.316492,1.500000,2.137089,2.105850,0.000000,-0.393769,0.407837,0.000000,0.778036,0.188941,0.925282,0.000000,0.000000,0.379280
22.6200,-0.295687,-0.295413,1.500000,2.133347,2.109719,0.000000,-0.353965,0.365152,0.000000,0.779830,0.169490,0.924941,0.000000,0.000000,0.380110
22.6300,-0.274371,-0.274299,1.500000,2.130023,2.113139,0.000000,-0.310120,0.318288,0.000000,0.781419,0.148104,0.924639,0.000000,0.000000,0.380845
22.6400,-0.253085,-0.253152,1.500000,2.127153,2.116076,0.000000,-0.263619,0.268728,0.000000,0.782788,0.125460,0.924378,0.000000,0.000000,0.381477
22.6500,-0.231826,-0.231979,1.500000,2.124755,2.118509,0.000000,-0.215847,0.217952,0.000000,0.783926,0.102233,0.924161,0.000000,0.000000,0.382003
22.6600,-0.210589,-0.210784,1.500000,2.122836,2.120435,0.000000,-0.168188,0.167442,0.000000,0.784832,0.079097,0.923988,0.000000,0.000000,0.382422
22.6700,-0.189368,-0.189572,1.500000,2.121387,2.121864,0.000000,-0.122028,0.118679,0.000000,0.785511,0.056727,0.923858,0.000000,0.000000,0.382735
22.6800,-0.168159,-0.168348,1.500000,2.120386,2.122820,0.000000,-0.078751,0.073143,0.000000,0.785972,0.035798,0.923770,0.000000,0.000000,0.382948
22.6900,-0.146959,-0.147117,1.500000,2.119797,2.123343,0.000000,-0.039742,0.032318,0.000000,0.786234,0.016984,0.923720,0.000000,0.000000,0.383069
22.7000,-0.125762,-0.125883,1.500000,2.119572,2.123487,0.000000,-0.006386,-0.002317,0.000000,0.786321,0.000961,0.923703,0.000000,0.000000,0.383110
22.7100,-0.104566,-0.104648,1.500000,2.119646,2.123322,0.000000,0.019932,-0.029280,0.000000,0.786264,-0.011597,0.923714,0.000000,0.000000,0.383084
22.7200,-0.083369,-0.083417,1.500000,2.119943,2.122932,0.000000,0.037827,-0.047090,0.000000,0.786103,-0.020012,0.923745,0.000000,0.000000,0.383009
22.7300,-0.062167,-0.062190,1.500000,2.120370,2.122415,0.000000,0.045914,-0.054265,0.000000,0.785880,-0.023611,0.923787,0.000000,0.000000,0.382906
22.7400,-0.040961,-0.040969,1.500000,2.120824,2.121887,0.000000,0.042809,-0.049324,0.000000,0.785649,-0.021715,0.923832,0.000000,0.000000,0.382799
22.7500,-0.019751,-0.019752,1.500000,2.121184,2.121474,0.000000,0.027126,-0.030786,0.000000,0.785467,-0.013650,0.923866,0.000000,0.000000,0.382715
22.7600,0.001462,0.001462,1.500000,2.121319,2.121321,0.000000,-0.002447,0.002753,0.000000,0.785399,0.001226,0.923879,0.000000,0.000000,0.382684
22.7700,0.022674,0.022676,1.500000,2.121145,2.121519,0.000000,-0.030086,0.034203,0.000000,0.785486,0.015153,0.923863,0.000000,0.000000,0.382724
22.7800,0.043884,0.043893,1.500000,2.120764,2.121956,0.000000,-0.043953,0.050779,0.000000,0.785679,0.022328,0.923826,0.000000,0.000000,0.382813
22.7900,0.065089,0.065115,1.500000,2.120307,2.122490,0.000000,-0.045433,0.053962,0.000000,0.785913,0.023426,0.923781,0.000000,0.000000,0.382921
22.8000,0.086290,0.086343,1.500000,2.119892,2.122995,0.000000,-0.035912,0.045234,0.000000,0.786130,0.019124,0.923740,0.000000,0.000000,0.383021
22.8100,0.107488,0.107575,1.500000,2.119621,2.123360,0.000000,-0.016774,0.026075,0.000000,0.786279,0.010097,0.923711,0.000000,0.000000,0.383090
22.8200,0.128683,0.128809,1.500000,2.119584,2.123487,0.000000,0.010596,-0.002034,0.000000,0.786318,-0.002978,0.923703,0.000000,0.000000,0.383108
22.8300,0.149880,0.150043,1.500000,2.119856,2.123294,0.000000,0.044813,-0.037610,0.000000,0.786209,-0.019426,0.923724,0.000000,0.000000,0.383058
22.8400,0.171082,0.171274,1.500000,2.120498,2.122715,0.000000,0.084492,-0.079173,0.000000,0.785921,-0.038572,0.923780,0.000000,0.000000,0.382925
22.8500,0.192292,0.192496,1.500000,2.121559,2.121696,0.000000,0.128249,-0.125241,0.000000,0.785430,-0.059739,0.923873,0.000000,0.000000,0.382698
22.8600,0.213514,0.213706,1.500000,2.123072,2.120200,0.000000,0.174698,-0.174333,0.000000,0.784721,-0.082255,0.924009,0.000000,0.000000,0.382371
22.8700,0.234755,0.234898,1.500000,2.125057,2.118204,0.000000,0.222455,-0.224968,0.000000,0.783783,-0.105444,0.924188,0.000000,0.000000,0.381937
22.8800,0.256017,0.256068,1.500000,2.127521,2.115700,0.000000,0.270134,-0.275664,0.000000,0.782612,-0.128631,0.924412,0.000000,0.000000,0.381396
22.8900,0.277307,0.277211,1.500000,2.130455,2.112696,0.000000,0.316352,-0.324941,0.000000,0.781213,-0.151142,0.924678,0.000000,0.000000,0.380749
22.9000,0.298628,0.298321,1.500000,2.133838,2.109211,0.000000,0.359722,-0.371316,0.000000,0.779594,-0.172301,0.924986,0.000000,0.000000,0.380001
22.9100,0.319985,0.319393,1.500000,2.137635,2.105284,0.000000,0.398860,-0.413309,0.000000,0.777773,-0.191432,0.925332,0.000000,0.000000,0.379159
22.9200,0.341382,0.340425,1.500000,2.141797,2.100965,0.000000,0.432381,-0.449438,0.000000,0.775774,-0.207860,0.925710,0.000000,0.000000,0.378233
22.9300,0.362822,0.361412,1.500000,2.146260,2.096320,0.000000,0.458901,-0.478223,0.000000,0.773628,-0.220908,0.926116,0.000000,0.000000,0.377240
22.9400,0.384308,0.382351,1.500000,2.150947,2.091430,0.000000,0.477033,-0.498181,0.000000,0.771370,-0.229899,0.926541,0.000000,0.000000,0.376194
22.9500,0.405841,0.403240,1.500000,2.155768,2.086390,0.000000,0.485395,-0.507832,0.000000,0.769045,-0.234156,0.926978,0.000000,0.000000,0.375117
22.9600,0.427423,0.424078,1.500000,2.160618,2.081312,0.000000,0.482600,-0.505694,0.000000,0.766705,-0.233002,0.927416,0.000000,0.000000,0.374032
22.9700,0.449053,0.444866,1.500000,2.165378,2.076321,0.000000,0.467263,-0.490285,0.000000,0.764406,-0.225761,0.927845,0.000000,0.000000,0.372965
22.9800,0.470730,0.465605,1.500000,2.169917,2.071556,0.000000,0.438001,-0.460126,0.000000,0.762212,-0.211756,0.928254,0.000000,0.000000,0.371947
22.9900,0.492450,0.486299,1.500000,2.174087,2.067172,0.000000,0.393427,-0.413733,0.000000,0.760195,-0.190311,0.928628,0.000000,0.000000,0.371011
23.0000,0.514210,0.506951,1.500000,2.177729,2.063340,0.000000,0.332158,-0.349627,0.000000,0.758433,-0.160752,0.928955,0.000000,0.000000,0.370193
23.0100,0.536003,0.527568,1.500000,2.180670,2.060244,0.000000,0.252807,-0.266326,0.000000,0.757010,-0.122402,0.929218,0.000000,0.000000,0.369531
23.0200,0.557820,0.548159,1.500000,2.182721,2.058082,0.000000,0.153991,-0.162348,0.000000,0.756016,-0.074588,0.929402,0.000000,0.000000,0.369070
23.0300,0.579653,0.568733,1.500000,2.183680,2.057071,0.000000,0.034325,-0.036212,0.000000,0.755552,-0.016631,0.929487,0.000000,0.000000,0.368854
23.0400,0.601491,0.589304,1.500000,2.183900,2.056966,0.000000,0.048768,-0.018499,0.000000,0.755476,-0.015634,0.929501,0.000000,0.000000,0.368819
23.0500,0.623334,0.609872,1.500000,2.184769,2.056549,0.000000,0.127190,-0.069717,0.000000,0.755176,-0.045974,0.929557,0.000000,0.000000,0.368680
23.0600,0.645189,0.630432,1.500000,2.186485,2.055484,0.000000,0.217867,-0.147295,0.000000,0.754526,-0.085488,0.929676,0.000000,0.000000,0.368377
23.0700,0.667067,0.650978,1.500000,2.189158,2.053529,0.000000,0.318184,-0.247033,0.000000,0.753441,-0.132550,0.929876,0.000000,0.000000,0.367873
23.0800,0.688976,0.671499,1.500000,2.192872,2.050483,0.000000,0.425525,-0.364733,0.000000,0.751855,-0.185545,0.930168,0.000000,0.000000,0.367135
23.0900,0.710928,0.691984,1.500000,2.197684,2.046188,0.000000,0.537274,-0.496196,0.000000,0.749716,-0.242866,0.930560,0.000000,0.000000,0.366140
23.1000,0.732933,0.712419,1.500000,2.203624,2.040527,0.000000,0.650815,-0.637225,0.000000,0.746989,-0.302916,0.931058,0.000000,0.000000,0.364871
23.1100,0.755004,0.732790,1.500000,2.210697,2.033426,0.000000,0.763531,-0.783621,0.000000,0.743654,-0.364102,0.931665,0.000000,0.000000,0.363318
23.1200,0.777151,0.753082,1.500000,2.218883,2.024851,0.000000,0.872807,-0.931185,0.000000,0.739708,-0.424836,0.932380,0.000000,0.000000,0.361479
23.1300,0.799385,0.773282,1.500000,2.228133,2.014812,0.000000,0.976027,-1.075720,0.000000,0.735164,-0.483526,0.933199,0.000000,0.000000,0.359360
23.1400,0.821717,0.793374,1.500000,2.238374,2.003361,0.000000,1.070574,-1.213026,0.000000,0.730050,-0.538572,0.934115,0.000000,0.000000,0.356973
23.1500,0.844156,0.813344,1.500000,2.249507,1.990590,0.000000,1.153833,-1.338905,0.000000,0.724410,-0.588368,0.935118,0.000000,0.000000,0.354337
23.1600,0.866710,0.833182,1.500000,2.261405,1.976635,0.000000,1.223187,-1.449159,0.000000,0.718305,-0.631295,0.936195,0.000000,0.000000,0.351481
23.1700,0.889386,0.852874,1.500000,2.273916,1.961673,0.000000,1.276022,-1.539590,0.000000,0.711812,-0.665721,0.937331,0.000000,0.000000,0.348440
23.1800,0.912189,0.872412,1.500000,2.286861,1.945923,0.000000,1.309720,-1.605999,0.000000,0.705025,-0.690003,0.938508,0.000000,0.000000,0.345257
23.1900,0.935124,0.891790,1.500000,2.300037,1.929647,0.000000,1.321665,-1.644188,0.000000,0.698052,-0.702490,0.939706,0.000000,0.000000,0.341983
23.2000,0.958190,0.911005,1.500000,2.313213,1.913147,0.000000,1.309242,-1.649957,0.000000,0.691020,-0.701522,0.940903,0.000000,0.000000,0.338676
23.2100,0.981387,0.930054,1.500000,2.326132,1.896770,0.000000,1.269835,-1.619110,0.000000,0.684072,-0.685437,0.942074,0.000000,0.000000,0.335406
23.2200,1.004711,0.948942,1.500000,2.338511,1.880901,0.000000,1.200827,-1.547448,0.000000,0.677367,-0.652574,0.943193,0.000000,0.000000,0.332246
23.2300,1.028155,0.967675,1.500000,2.350042,1.865971,0.000000,1.099603,-1.430771,0.000000,0.671082,-0.601274,0.944232,0.000000,0.000000,0.329280
23.2400,1.051708,0.986266,1.500000,2.360387,1.852450,0.000000,0.963546,-1.264882,0.000000,0.665408,-0.529883,0.945163,0.000000,0.000000,0.326600
23.2500,1.075357,1.004730,1.500000,2.369188,1.840851,0.000000,0.790041,-1.045583,0.000000,0.660556,-0.436750,0.945952,0.000000,0.000000,0.324306
23.2600,1.099085,1.023091,1.500000,2.376055,1.831730,0.000000,0.576472,-0.768675,0.000000,0.656751,-0.320231,0.946567,0.000000,0.000000,0.322506
23.2700,1.122870,1.041375,1.500000,2.380575,1.825684,0.000000,0.320222,-0.429959,0.000000,0.654235,-0.178681,0.946972,0.000000,0.000000,0.321315
23.2800,1.146687,1.059617,1.500000,2.382308,1.823351,0.000000,0.018675,-0.025237,0.000000,0.653267,-0.010464,0.947128,0.000000,0.000000,0.320856
23.2900,1.170515,1.077850,1.500000,2.383745,1.822998,0.000000,0.303609,-0.094140,0.000000,0.652882,-0.086378,0.947190,0.000000,0.000000,0.320674
23.3000,1.194373,1.096072,1.500000,2.388383,1.821027,0.000000,0.623202,-0.319821,0.000000,0.651423,-0.210489,0.947423,0.000000,0.000000,0.319983
23.3100,1.218293,1.114261,1.500000,2.396184,1.816244,0.000000,0.935410,-0.652751,0.000000,0.648585,-0.360939,0.947876,0.000000,0.000000,0.318638
23.3200,1.242307,1.132384,1.500000,2.407050,1.807690,0.000000,1.235263,-1.070216,0.000000,0.644140,-0.530703,0.948582,0.000000,0.000000,0.316531
23.3300,1.266444,1.150399,1.500000,2.420832,1.794634,0.000000,1.517792,-1.549501,0.000000,0.637929,-0.713012,0.949561,0.000000,0.000000,0.313583
23.3400,1.290733,1.168260,1.500000,2.437331,1.776570,0.000000,1.778027,-2.067890,0.000000,0.629860,-0.901299,0.950818,0.000000,0.000000,0.309750
23.3500,1.315199,1.185913,1.500000,2.456301,1.753222,0.000000,2.011000,-2.602668,0.000000,0.619904,-1.089101,0.952348,0.000000,0.000000,0.305013
23.3600,1.339866,1.203306,1.500000,2.477444,1.724538,0.000000,2.211741,-3.131120,0.000000,0.608101,-1.269942,0.954132,0.000000,0.000000,0.299387
23.3700,1.364754,1.220387,1.500000,2.500412,1.690696,0.000000,2.375281,-3.630531,0.000000,0.594551,-1.437208,0.956138,0.000000,0.000000,0.292916
23.3800,1.389879,1.237104,1.500000,2.524809,1.652100,0.000000,2.496651,-4.078185,0.000000,0.579425,-1.584051,0.958326,0.000000,0.000000,0.285677
23.3900,1.415253,1.253415,1.500000,2.550188,1.609380,0.000000,2.570880,-4.451366,0.000000,0.562962,-1.703331,0.960645,0.000000,0.000000,0.277779
23.4000,1.440884,1.269281,1.500000,2.576053,1.563396,0.000000,2.593001,-4.727361,0.000000,0.545475,-1.787595,0.963037,0.000000,0.000000,0.269369
23.4100,1.466774,1.284676,1.500000,2.601858,1.515233,0.000000,2.558044,-4.883452,0.000000,0.527352,-1.829122,0.965438,0.000000,0.000000,0.260631
23.4200,1.492919,1.299583,1.500000,2.627007,1.466203,0.000000,2.461040,-4.896926,0.000000,0.509061,-1.819997,0.967782,0.000000,0.000000,0.251791
23.4300,1.519310,1.314002,1.500000,2.650855,1.417846,0.000000,2.297018,-4.745066,0.000000,0.491148,-1.752212,0.969998,0.000000,0.000000,0.243113
23.4400,1.545930,1.327948,1.500000,2.672707,1.371928,0.000000,2.061011,-4.405158,0.000000,0.474239,-1.617769,0.972019,0.000000,0.000000,0.234904
23.4500,1.572755,1.341455,1.500000,2.691819,1.330445,0.000000,1.748048,-3.854487,0.000000,0.459041,-1.408751,0.973776,0.000000,0.000000,0.227511
23.4600,1.599754,1.354579,1.500000,2.707395,1.295617,0.000000,1.353161,-3.070336,0.000000,0.446339,-1.117352,0.975201,0.000000,0.000000,0.221321
23.4700,1.626888,1.367398,1.500000,2.718592,1.269892,0.000000,0.871380,-2.029991,0.000000,0.436994,-0.735866,0.976224,0.000000,0.000000,0.216763
23.4800,1.654109,1.380016,1.500000,2.724517,1.255947,0.000000,0.297736,-0.710736,0.000000,0.431947,-0.256695,0.976768,0.000000,0.000000,0.214298
23.4900,1.681364,1.392560,1.500000,2.727723,1.253358,0.000000,0.909153,-0.368804,0.000000,0.430717,-0.238087,0.976900,0.000000,0.000000,0.213697
23.5000,1.708711,1.405059,1.500000,2.743777,1.244707,0.000000,2.223044,-1.437033,0.000000,0.425883,-0.739174,0.977414,0.000000,0.000000,0.211336
23.5100,1.736276,1.417411,1.500000,2.770708,1.223313,0.000000,3.094006,-2.896399,0.000000,0.415777,-1.287431,0.978469,0.000000,0.000000,0.206394
23.5200,1.764147,1.429472,1.500000,2.804370,1.185892,0.000000,3.578850,-4.621675,0.000000,0.400068,-1.855822,0.980060,0.000000,0.000000,0.198702
23.5300,1.792374,1.441069,1.500000,2.841187,1.130411,0.000000,3.734391,-6.487635,0.000000,0.378665,-2.000000,0.982130,0.000000,0.000000,0.188203
23.5400,1.820971,1.452017,1.500000,2.878150,1.056088,0.000000,3.617439,-8.369052,0.000000,0.351680,-2.000000,0.984580,0.000000,0.000000,0.174935
23.5500,1.849929,1.462129,1.500000,2.912817,0.963396,0.000000,3.284808,-10.140699,0.000000,0.319418,-2.000000,0.987274,0.000000,0.000000,0.159031
23.5600,1.879214,1.471229,1.500000,2.943316,0.854058,0.000000,2.793311,-11.677348,0.000000,0.282413,-2.000000,0.990047,0.000000,0.000000,0.140738
23.5700,1.908777,1.479165,1.500000,2.968343,0.731050,0.000000,2.199760,-12.853774,0.000000,0.241476,-2.000000,0.992720,0.000000,0.000000,0.120445
23.5800,1.938560,1.485819,1.500000,2.987161,0.598600,0.000000,1.560968,-13.544749,0.000000,0.197772,-2.000000,0.995115,0.000000,0.000000,0.098725
23.5900,1.968499,1.491123,1.500000,2.999601,0.462190,0.000000,0.933747,-13.625046,0.000000,0.152882,-2.000000,0.997080,0.000000,0.000000,0.076366
23.6000,1.998532,1.495072,1.500000,3.006064,0.328552,0.000000,0.374910,-12.969439,0.000000,0.108864,-2.000000,0.998519,0.000000,0.000000,0.054405
23.6100,2.028603,1.497730,1.500000,3.007516,0.205672,0.000000,-0.058731,-11.452700,0.000000,0.068280,-2.000000,0.999417,0.000000,0.000000,0.034133
23.6200,2.058671,1.499252,1.500000,3.005496,0.102786,0.000000,-0.310362,-8.949603,0.000000,0.034186,-2.000000,0.999854,0.000000,0.000000,0.017092
23.6300,2.088709,1.499887,1.500000,3.002105,0.030385,0.000000,-0.323171,-5.334920,0.000000,0.010121,-1.775788,0.999987,0.000000,0.000000,0.005060
23.6400,2.118717,1.500000,1.500000,3.000018,0.000210,0.000000,-0.040346,-0.483426,0.000000,0.000070,-0.161140,1.000000,0.000000,0.000000,0.000035
23.6500,2.148748,1.499915,1.500000,3.009589,-0.027451,0.000000,1.858113,-5.825671,0.000000,-0.009121,-1.929911,0.999990,0.000000,0.000000,-0.004560
23.6600,2.178951,1.499259,1.500000,3.031981,-0.112416,0.000000,2.383826,-10.954941,0.000000,-0.037060,-2.000000,0.999828,0.000000,0.000000,-0.018529
23.6700,2.209383,1.497517,1.500000,3.053094,-0.242414,0.000000,1.658030,-14.843621,0.000000,-0.079233,-2.000000,0.999215,0.000000,0.000000,-0.039606
23.6800,2.239973,1.494300,1.500000,3.062089,-0.405380,0.000000,0.016328,-17.559752,0.000000,-0.131621,-2.000000,0.997835,0.000000,0.000000,-0.065763
23.6900,2.270559,1.489337,1.500000,3.051486,-0.589928,0.000000,-2.205677,-19.171376,0.000000,-0.190969,-2.000000,0.995445,0.000000,0.000000,-0.095339
23.7000,2.300923,1.482466,1.500000,3.017160,-0.785353,0.000000,-4.672383,-19.746535,0.000000,-0.254645,-2.000000,0.991905,0.000000,0.000000,-0.126979
23.7100,2.330820,1.473627,1.500000,2.958341,-0.981630,0.000000,-7.048186,-19.353274,0.000000,-0.320386,-2.000000,0.987197,0.000000,0.000000,-0.159509
23.7200,2.360016,1.462861,1.500000,2.877618,-1.169417,0.000000,-8.997483,-18.059632,0.000000,-0.385997,-2.000000,0.981433,0.000000,0.000000,-0.191803
23.7300,2.388319,1.450296,1.500000,2.780932,-1.340049,0.000000,-10.184672,-15.933654,0.000000,-0.449039,-2.000000,0.974901,0.000000,0.000000,-0.222638
23.7400,2.415612,1.436144,1.500000,2.677583,-1.485542,0.000000,-10.274150,-13.043381,0.000000,-0.506526,-2.000000,0.968100,0.000000,0.000000,-0.250564
23.7500,2.441890,1.420694,1.500000,2.580227,-1.598595,0.000000,-8.930313,-9.456856,0.000000,-0.554675,-2.000000,0.961788,0.000000,0.000000,-0.273796
23.7600,2.467290,1.404303,1.500000,2.504873,-1.672585,0.000000,-5.817560,-5.242121,0.000000,-0.588740,-2.000000,0.956985,0.000000,0.000000,-0.290137
23.7700,2.492125,1.387392,1.500000,2.470891,-1.701571,0.000000,-0.600286,-0.467218,0.000000,-0.603066,-0.241746,0.954882,0.000000,0.000000,-0.296984
23.7800,2.516793,1.370303,1.500000,2.458144,-1.724755,0.000000,-2.683338,-4.827346,0.000000,-0.611832,-1.829206,0.953572,0.000000,0.000000,-0.301167
23.7900,2.541197,1.352745,1.500000,2.418356,-1.793213,0.000000,-5.197370,-8.611574,0.000000,-0.638039,-2.000000,0.949543,0.000000,0.000000,-0.313636
23.8000,2.565084,1.334337,1.500000,2.355728,-1.892260,0.000000,-7.252237,-10.977951,0.000000,-0.676725,-2.000000,0.943299,0.000000,0.000000,-0.331943
23.8100,2.588250,1.314842,1.500000,2.274825,-2.008704,0.000000,-8.852953,-12.123807,0.000000,-0.723351,-2.000000,0.935305,0.000000,0.000000,-0.353842
23.8200,2.610535,1.294143,1.500000,2.180166,-2.131325,0.000000,-10.004529,-12.246469,0.000000,-0.774071,-2.000000,0.926032,0.000000,0.000000,-0.377445
23.8300,2.631823,1.272226,1.500000,2.076215,-2.250880,0.000000,-10.711979,-11.543267,0.000000,-0.825742,-2.000000,0.915973,0.000000,0.000000,-0.401241
23.8400,2.652043,1.249160,1.500000,1.967390,-2.360096,0.000000,-10.980314,-10.211530,0.000000,-0.875897,-2.000000,0.905624,0.000000,0.000000,-0.424083
23.8500,2.671169,1.225076,1.500000,1.858056,-2.453673,0.000000,-10.814547,-8.448586,0.000000,-0.922668,-2.000000,0.895459,0.000000,0.000000,-0.445143
23.8600,2.689217,1.200150,1.500000,1.752529,-2.528288,0.000000,-10.219691,-6.451765,0.000000,-0.964670,-2.000000,0.885914,0.000000,0.000000,-0.463849
23.8700,2.706246,1.174578,1.500000,1.655076,-2.582587,0.000000,-9.200759,-4.418396,0.000000,-1.000874,-2.000000,0.877373,0.000000,0.000000,-0.479809
23.8800,2.722359,1.148564,1.500000,1.569911,-2.617192,0.000000,-7.762762,-2.545807,0.000000,-1.030490,-2.000000,0.870172,0.000000,0.000000,-0.492748
23.8900,2.737699,1.122292,1.500000,1.501200,-2.634697,0.000000,-5.910713,-1.031327,0.000000,-1.052893,-1.861962,0.864598,0.000000,0.000000,-0.502464
23.9000,2.752452,1.095912,1.500000,1.453060,-2.639670,0.000000,-3.649625,-0.072285,0.000000,-1.067592,-1.072649,0.860882,0.000000,0.000000,-0.508805
23.9100,2.766843,1.069519,1.500000,1.429555,-2.638652,0.000000,-0.984511,0.133990,0.000000,-1.074290,-0.267178,0.859173,0.000000,0.000000,-0.511685
23.9200,2.781113,1.043127,1.500000,1.423090,-2.641514,0.000000,-1.415726,-0.911628,0.000000,-1.076639,-0.559493,0.858571,0.000000,0.000000,-0.512694
23.9300,2.795241,1.016647,1.500000,1.399579,-2.656303,0.000000,-3.223165,-1.989501,0.000000,-1.085869,-1.258620,0.856196,0.000000,0.000000,-0.516651
23.9400,2.809050,0.989971,1.500000,1.359848,-2.680232,0.000000,-4.663946,-2.745665,0.000000,-1.101276,-1.797238,0.852191,0.000000,0.000000,-0.523231
23.9500,2.822396,0.963022,1.500000,1.307438,-2.710265,0.000000,-5.763429,-3.216417,0.000000,-1.121326,-2.000000,0.846903,0.000000,0.000000,-0.531748
23.9600,2.835168,0.935754,1.500000,1.245633,-2.743729,0.000000,-6.546975,-3.438056,0.000000,-1.144627,-2.000000,0.840650,0.000000,0.000000,-0.541578
23.9700,2.847287,0.908144,1.500000,1.177467,-2.778316,0.000000,-7.039945,-3.446880,0.000000,-1.169938,-2.000000,0.833729,0.000000,0.000000,-0.552173
23.9800,2.858705,0.880191,1.500000,1.105718,-2.812079,0.000000,-7.267699,-3.279188,0.000000,-1.196163,-2.000000,0.826417,0.000000,0.000000,-0.563058
23.9900,2.869398,0.851911,1.500000,1.032912,-2.843433,0.000000,-7.255598,-2.971277,0.000000,-1.222356,-2.000000,0.818973,0.000000,0.000000,-0.573832
24.0000,2.879367,0.823334,1.500000,0.961321,-2.871158,0.000000,-7.029003,-2.559446,0.000000,-1.247708,-2.000000,0.811633,0.000000,0.000000,-0.584168
24.0100,2.888635,0.794502,1.500000,0.892963,-2.894396,0.000000,-6.613275,-2.079993,0.000000,-1.271547,-2.000000,0.804613,0.000000,0.000000,-0.593800
24.0200,2.897243,0.765463,1.500000,0.829602,-2.912653,0.000000,-6.033775,-1.569215,0.000000,-1.293317,-2.000000,0.798101,0.000000,0.000000,-0.602523
24.0300,2.905249,0.736266,1.500000,0.772749,-2.925797,0.000000,-5.315863,-1.063412,0.000000,-1.312577,-1.788153,0.792262,0.000000,0.000000,-0.610181
24.0400,2.912724,0.706963,1.500000,0.723661,-2.934059,0.000000,-4.484900,-0.598881,0.000000,-1.328981,-1.488367,0.787231,0.000000,0.000000,-0.616658
24.0500,2.919752,0.677600,1.500000,0.683343,-2.938033,0.000000,-3.566246,-0.211920,0.000000,-1.342274,-1.167443,0.783115,0.000000,0.000000,-0.621877
24.0600,2.926423,0.648214,1.500000,0.652544,-2.938677,0.000000,-2.585264,0.061172,0.000000,-1.352288,-0.833993,0.779992,0.000000,0.000000,-0.625790
24.0700,2.932836,0.618833,1.500000,0.631761,-2.937310,0.000000,-1.567312,0.184097,0.000000,-1.358942,-0.497111,0.777905,0.000000,0.000000,-0.628382
24.0800,2.939092,0.589469,1.500000,0.621236,-2.935617,0.000000,-0.537753,0.120557,0.000000,-1.362253,-0.167012,0.776864,0.000000,0.000000,-0.629668
24.0900,2.945291,0.560115,1.500000,0.618538,-2.935688,0.000000,-0.537229,-0.172247,0.000000,-1.363138,-0.187058,0.776585,0.000000,0.000000,-0.630012
24.1000,2.951432,0.530744,1.500000,0.607933,-2.938961,0.000000,-1.558490,-0.467319,0.000000,-1.366820,-0.540069,0.775424,0.000000,0.000000,-0.631441
24.1100,2.957418,0.501327,1.500000,0.587862,-2.944750,0.000000,-2.431627,-0.677096,0.000000,-1.373756,-0.838246,0.773229,0.000000,0.000000,-0.634126
24.1200,2.963162,0.471843,1.500000,0.559777,-2.952249,0.000000,-3.161989,-0.810716,0.000000,-1.383411,-1.084136,0.770159,0.000000,0.000000,-0.637851
24.1300,2.968592,0.442279,1.500000,0.525080,-2.960741,0.000000,-3.754922,-0.877313,0.000000,-1.395274,-1.280513,0.766362,0.000000,0.000000,-0.642409
24.1400,2.973647,0.412627,1.500000,0.485119,-2.969602,0.000000,-4.215774,-0.886021,0.000000,-1.408865,-1.430216,0.761979,0.000000,0.000000,-0.647602
24.1500,2.978281,0.382887,1.500000,0.441187,-2.978299,0.000000,-4.549892,-0.845976,0.000000,-1.423732,-1.536052,0.757144,0.000000,0.000000,-0.653248
24.1600,2.982461,0.353063,1.500000,0.394525,-2.986390,0.000000,-4.762624,-0.766313,0.000000,-1.439449,-1.600739,0.751987,0.000000,0.000000,-0.659178
24.1700,2.986166,0.323163,1.500000,0.346321,-2.993524,0.000000,-4.859317,-0.656166,0.000000,-1.455618,-1.626861,0.746634,0.000000,0.000000,-0.665235
